0,1,2,3,4,5,6,target
-1.9782252493748103,1.897767016745977,0.04693490206036963,0.8946471875738723,-0.9478927172689863,0.35147990035220167,-1.372859451481064,-41.850276087379484
0.2680504275897533,-0.05111869301537766,0.7151743901280584,-0.6529501558320808,0.016124787900472438,-0.31526633391625575,-0.5497893596380333,-3.2836211045380628
0.5531491563792091,1.9234457948249533,-0.5482002981667726,-1.123494033239598,-0.7746149700185819,-2.0820987031889873,0.242882013150275,114.7073731290524
-0.553649305347182,1.9647251329163893,-1.1978778925888485,-0.7928728322623442,0.03526355197172861,-1.035242322419374,-0.10703035995455783,177.09252848314526
-0.22096959953322298,0.7575077100473051,0.6141667000434252,-0.6997255079925856,-0.5305011476105275,-0.11232804969082982,0.213979910734222,101.44390898869761
0.6266136372630708,0.6234071382799156,0.04556388114189831,-1.6167133749480143,0.7034401331388942,-0.24861585376667736,-0.22938233185546722,155.2208083970355
-2.929448690002268,1.088769654216672,2.052972024501663,-1.2551353719733949,-0.37630072492499606,-0.56060763684731,-0.12765468151819012,-83.11237668092389
0.9703162017882814,0.22058353773736078,0.41875996012749656,-0.18820243877282114,-1.2709517210922827,-0.2138751675546389,-0.10358685340578061,-24.822279763757233
-0.6500025808234597,0.44194064956940904,0.16865467196672768,-0.13125696709230472,-1.090399077442846,-0.22485598180807856,0.07685188295876821,-16.736079094595187
0.8132051867479773,-0.2797601684958344,-0.2789629303318085,-0.493122822399772,0.7903718960517113,-1.2565068942792563,1.4436320034688142,9.84584816017242
0.029190503935567446,-1.2325403112202802,0.6979740301300975,-1.3028447635247453,-0.684491730612797,-0.3559740843858328,0.452067838259671,-61.973201988118404
-0.9028089269627998,0.11683017417218379,0.8092646982419858,-0.0038041336707993834,-1.2855910007560276,-0.6646510975020625,-1.590141830680298,-158.43548186228372
0.021092747850587245,-0.06727746491353453,-1.1310672355025877,-0.7171819007224715,-1.074661039432863,-1.321555786511051,-2.0323537642983847,-174.98298413868693
0.8723153800284503,0.8201581867554845,-1.1430193120737286,-0.1421465369405461,-0.06468860503251848,1.0294574815983573,0.33868731792169,251.10036387936825
-1.4042395662615887,0.5193587456378881,-0.13418021067692457,-0.4806479414882414,1.6733639461525236,-0.03989438375171192,2.5393816227828614,101.49086577398218
0.3842020720058965,0.249548189598077,-0.9944285217997922,-1.2699985973938759,-1.183056184734389,0.6719446078144975,0.6688401305462182,75.60129226863303
0.6931056072631441,-0.3670278390833223,0.1764415552772252,-1.015821818978397,-0.8275902206487197,0.42881650033057295,0.06167984984797165,4.872990948125338
